point,INTP,COS0,SIN0,estimate,z,date
0,0.0887131164112542,0.0103834296779687,0.0137770588824385,0.0850615574871124,0.0,1654560000000.0
0,0.0887131164112542,0.0103834296779687,0.0137770588824385,0.0827830356873303,0.0,1655251200000.0
0,0.0887131164112542,0.0103834296779687,0.0137770588824385,0.0816832047404912,0.0,1655596800000.0
0,0.0887131164112542,0.0103834296779687,0.0137770588824385,0.0806166451109397,0.0,1655942400000.0
0,0.0871195681420847,0.0120306117593875,0.0135645905113603,0.0763353399143867,0.0742025,1656288000000.0
0,0.0921086363544563,0.0095693923123646,0.0132950719781383,0.0828032454359753,0.0897675,1656633600000.0
0,0.0921086363544563,0.0095693923123646,0.0132950719781383,0.081898370847221,0.0,1656979200000.0
0,0.0921086363544563,0.0095693923123646,0.0132950719781383,0.0810418196228546,0.0,1657324800000.0
0,0.0881272877940174,0.010638846040957,0.0146879562252207,0.0749468745654252,0.0697749999999999,1657670400000.0
0,0.0912514921387086,0.0101139013144067,0.0138111749197264,0.0779752373865492,0.0818749999999999,1658016000000.0
0,0.0874488529756596,0.010553535282499,0.0147718249703554,0.0727381710247707,0.06807,1658361600000.0
0,0.0914688251376558,0.0102149368590768,0.0137964851286718,0.0767479077334051,0.0816,1658707200000.0
0,0.08821063831264,0.0104178165513842,0.0145802723881111,0.072386457154865,0.0684549999999999,1659052800000.0
0,0.0939141769828765,0.0101644314461226,0.0132018380279364,0.0784655534251706,0.0853125,1659398400000.0
0,0.0873798049559168,0.010348692877356,0.0147936610248212,0.0704883128200995,0.0626249999999999,1659744000000.0
0,0.0908886473561707,0.0103051571661939,0.013933636239964,0.074166031646568,0.0783825,1660089600000.0
0,0.0908886473561707,0.0103051571661939,0.013933636239964,0.0738928144422201,0.0,1660435200000.0
0,0.09155415925335,0.0103426675172523,0.013712762607782,0.0744989393688221,0.0753025,1660780800000.0
0,0.0859074660324872,0.0100506492122174,0.0153092581895996,0.0677149308264557,0.060865,1661126400000.0
0,0.0880735082962874,0.0101752600566553,0.0147569267137698,0.0701535476763698,0.0727725,1661472000000.0
0,0.097213727531158,0.0108029514130463,0.0125886353628943,0.0808135830813867,0.09183,1661817600000.0
0,0.0947516432309158,0.0105998754917836,0.0131393091637975,0.0781711889424931,0.07522,1662163200000.0
0,0.0870489186957349,0.0098487018256597,0.0147677921377945,0.0695464457262579,0.0603425,1662508800000.0
0,0.0870489186957349,0.0098487018256597,0.0147677921377945,0.0697912205509017,0.0,1662854400000.0
0,0.0870489186957349,0.0098487018256597,0.0147677921377945,0.0855874240718921,0.0,1685750400000.0
0,0.0868847455209455,0.0098881671272612,0.0146317186391155,0.0841170741615287,0.08402,1686096000000.0
0,0.0868847455209455,0.0098881671272612,0.0146317186391155,0.0829244425696505,0.0,1686441600000.0
0,0.0868847455209455,0.0098881671272612,0.0146317186391155,0.0817505543848333,0.0,1686787200000.0
0,0.0868847455209455,0.0098881671272612,0.0146317186391155,0.0806009654103481,0.0,1687132800000.0
0,0.0869187881369978,0.0098750510727979,0.0146410519362923,0.0795296065969228,0.07955125,1687478400000.0
0,0.0869187881369978,0.0098750510727979,0.0146410519362923,0.0784442753392177,0.0,1687824000000.0
0,0.0864573559584443,0.0100173728632159,0.0146424545532254,0.0767953734785783,0.076155,1688169600000.0
